,uid,d,t,x,y
71907,99,14,3,0.0,1.0
71908,99,14,4,0.0,3.0
71909,99,14,5,2.0,3.0
71910,99,14,6,2.0,3.0
71911,99,14,7,3.0,5.0
71912,99,14,8,2.0,4.0
71913,99,14,9,3.0,4.0
71914,99,14,10,4.0,3.0
71915,99,14,11,6.0,2.0
71916,99,14,12,7.0,2.0
71917,99,14,13,7.0,1.0
71918,99,14,14,5.0,2.0
71919,99,14,15,6.0,2.0
71920,99,14,16,5.0,4.0
71921,99,14,17,5.0,6.0
71922,99,14,18,6.0,7.0
71923,99,14,19,5.0,5.0
71924,99,14,20,5.0,5.0
71925,99,14,21,6.0,7.0
71926,99,14,22,5.0,8.0
71927,99,14,23,4.0,7.0
71928,99,14,24,3.0,8.0
71929,99,14,25,5.0,8.0
71930,99,14,26,6.0,8.0
71931,99,14,27,5.0,9.0
71932,99,14,28,7.0,7.0
71933,99,14,29,8.0,6.0
71934,99,14,30,9.0,6.0
71935,99,14,31,7.0,6.0
71936,99,14,32,6.0,8.0
71937,99,14,33,5.0,8.0
71938,99,14,34,5.0,6.0
71939,99,14,35,4.0,5.0
71940,99,14,36,5.0,7.0
71941,99,14,37,5.0,8.0
71942,99,14,38,3.0,7.0
71943,99,14,39,1.0,8.0
71944,99,14,40,0.0,9.0
71945,99,14,41,0.0,9.0
71946,99,14,42,1.0,10.0
71947,99,14,43,2.0,11.0
71948,99,14,44,4.0,11.0
71949,99,14,45,4.0,13.0
71950,99,14,46,5.0,15.0
71951,99,14,47,3.0,15.0
71952,99,15,0,2.0,13.0
71953,99,15,1,3.0,13.0
71954,99,15,2,3.0,13.0
71955,99,15,3,2.0,11.0
71956,99,15,4,2.0,13.0
71957,99,15,5,4.0,13.0
71958,99,15,6,5.0,13.0
71959,99,15,7,3.0,14.0
71960,99,15,8,2.0,14.0
71961,99,15,9,4.0,14.0
71962,99,15,10,3.0,14.0
71963,99,15,11,3.0,14.0
71964,99,15,12,5.0,15.0
71965,99,15,13,5.0,15.0
71966,99,15,14,6.0,13.0
71967,99,15,15,7.0,14.0
71968,99,15,16,5.0,15.0
71969,99,15,17,5.0,14.0
71970,99,15,18,3.0,15.0
71971,99,15,19,1.0,16.0
71972,99,15,20,2.0,15.0
71973,99,15,21,0.0,17.0
71974,99,15,22,1.0,16.0
71975,99,15,23,3.0,18.0
71976,99,15,24,5.0,18.0
71977,99,15,25,5.0,19.0
71978,99,15,26,7.0,19.0
71979,99,15,27,9.0,17.0
71980,99,15,28,7.0,19.0
71981,99,15,29,8.0,20.0
71982,99,15,30,10.0,21.0
71983,99,15,31,9.0,20.0
71984,99,15,32,9.0,22.0
71985,99,15,33,8.0,23.0
71986,99,15,34,9.0,21.0
71987,99,15,35,10.0,22.0
71988,99,15,36,11.0,24.0
71989,99,15,37,9.0,22.0
71990,99,15,38,11.0,23.0
71991,99,15,39,9.0,23.0
71992,99,15,40,8.0,21.0
71993,99,15,41,6.0,23.0
71994,99,15,42,7.0,21.0
71995,99,15,43,8.0,23.0
71996,99,15,44,8.0,22.0
71997,99,15,45,7.0,22.0
71998,99,15,46,6.0,21.0
71999,99,15,47,8.0,23.0
72000,100,1,0,5.0,7.0
72001,100,1,1,5.0,9.0
72002,100,1,2,7.0,11.0
72003,100,1,3,6.0,9.0
72004,100,1,4,6.0,10.0
72005,100,1,5,7.0,8.0
72006,100,1,6,5.0,8.0
72007,100,1,7,4.0,7.0
72008,100,1,8,2.0,9.0
72009,100,1,9,3.0,7.0
72010,100,1,10,3.0,7.0
72011,100,1,11,2.0,9.0
72012,100,1,12,1.0,11.0
72013,100,1,13,2.0,13.0
72014,100,1,14,4.0,13.0
72015,100,1,15,2.0,12.0
72016,100,1,16,3.0,11.0
72017,100,1,17,2.0,11.0
72018,100,1,18,4.0,10.0
72019,100,1,19,4.0,8.0
72020,100,1,20,2.0,9.0
72021,100,1,21,1.0,9.0
72022,100,1,22,0.0,8.0
72023,100,1,23,2.0,8.0
72024,100,1,24,0.0,6.0
72025,100,1,25,1.0,4.0
72026,100,1,26,2.0,2.0
72027,100,1,27,2.0,1.0
72028,100,1,28,2.0,1.0
72029,100,1,29,4.0,2.0
72030,100,1,30,4.0,2.0
72031,100,1,31,3.0,3.0
72032,100,1,32,3.0,3.0
72033,100,1,33,1.0,4.0
72034,100,1,34,0.0,6.0
72035,100,1,35,1.0,8.0
72036,100,1,36,1.0,7.0
72037,100,1,37,1.0,5.0
72038,100,1,38,1.0,7.0
72039,100,1,39,0.0,7.0
72040,100,1,40,0.0,9.0
72041,100,1,41,0.0,10.0
72042,100,1,42,0.0,9.0
72043,100,1,43,1.0,9.0
72044,100,1,44,0.0,7.0
72045,100,1,45,1.0,6.0
72046,100,1,46,3.0,5.0
72047,100,1,47,1.0,3.0
72048,100,2,0,1.0,5.0
72049,100,2,1,2.0,4.0
72050,100,2,2,2.0,5.0
72051,100,2,3,2.0,7.0
72052,100,2,4,2.0,6.0
72053,100,2,5,2.0,8.0
72054,100,2,6,2.0,7.0
72055,100,2,7,2.0,6.0
72056,100,2,8,1.0,4.0
72057,100,2,9,0.0,5.0
72058,100,2,10,0.0,6.0
72059,100,2,11,1.0,8.0
72060,100,2,12,1.0,9.0
72061,100,2,13,0.0,10.0
72062,100,2,14,0.0,12.0
72063,100,2,15,1.0,14.0
72064,100,2,16,0.0,16.0
72065,100,2,17,1.0,18.0
72066,100,2,18,2.0,17.0
72067,100,2,19,2.0,17.0
72068,100,2,20,4.0,16.0
72069,100,2,21,3.0,14.0
72070,100,2,22,1.0,15.0
72071,100,2,23,1.0,16.0
72072,100,2,24,0.0,18.0
72073,100,2,25,0.0,19.0
72074,100,2,26,2.0,20.0
72075,100,2,27,0.0,18.0
72076,100,2,28,2.0,19.0
72077,100,2,29,4.0,20.0
72078,100,2,30,3.0,22.0
72079,100,2,31,3.0,24.0
72080,100,2,32,5.0,23.0
72081,100,2,33,6.0,24.0
72082,100,2,34,8.0,24.0
72083,100,2,35,10.0,22.0
72084,100,2,36,10.0,20.0
72085,100,2,37,10.0,20.0
72086,100,2,38,10.0,18.0
72087,100,2,39,12.0,17.0
72088,100,2,40,12.0,17.0
72089,100,2,41,13.0,17.0
72090,100,2,42,12.0,19.0
72091,100,2,43,10.0,19.0
72092,100,2,44,12.0,21.0
72093,100,2,45,13.0,22.0
72094,100,2,46,11.0,20.0
72095,100,2,47,9.0,21.0
72096,100,3,0,10.0,21.0
72097,100,3,1,12.0,21.0
72098,100,3,2,10.0,20.0
72099,100,3,3,8.0,21.0
72100,100,3,4,10.0,22.0
72101,100,3,5,9.0,21.0
72102,100,3,6,10.0,21.0
72103,100,3,7,8.0,21.0
72104,100,3,8,8.0,21.0
72105,100,3,9,9.0,22.0
72106,100,3,10,9.0,21.0
72107,100,3,11,9.0,21.0
72108,100,3,12,11.0,22.0
72109,100,3,13,13.0,23.0
72110,100,3,14,15.0,21.0
72111,100,3,15,17.0,20.0
72112,100,3,16,19.0,22.0
72113,100,3,17,20.0,20.0
72114,100,3,18,21.0,20.0
72115,100,3,19,20.0,21.0
72116,100,3,20,18.0,21.0
72117,100,3,21,17.0,21.0
72118,100,3,22,18.0,22.0
72119,100,3,23,18.0,20.0
72120,100,3,24,18.0,22.0
72121,100,3,25,19.0,23.0
72122,100,3,26,18.0,21.0
72123,100,3,27,19.0,20.0
72124,100,3,28,19.0,20.0
72125,100,3,29,19.0,19.0
72126,100,3,30,18.0,18.0
72127,100,3,31,20.0,18.0
72128,100,3,32,18.0,17.0
72129,100,3,33,19.0,16.0
72130,100,3,34,21.0,15.0
72131,100,3,35,22.0,16.0
72132,100,3,36,24.0,15.0
72133,100,3,37,22.0,13.0
72134,100,3,38,23.0,11.0
72135,100,3,39,24.0,12.0
72136,100,3,40,24.0,13.0
72137,100,3,41,24.0,13.0
72138,100,3,42,23.0,13.0
72139,100,3,43,21.0,12.0
72140,100,3,44,19.0,10.0
72141,100,3,45,17.0,12.0
72142,100,3,46,16.0,10.0
72143,100,3,47,15.0,8.0
72144,100,4,0,16.0,6.0
72145,100,4,1,17.0,6.0
72146,100,4,2,17.0,7.0
72147,100,4,3,15.0,5.0
72148,100,4,4,13.0,7.0
72149,100,4,5,11.0,8.0
72150,100,4,6,11.0,7.0
72151,100,4,7,9.0,7.0
72152,100,4,8,9.0,5.0
72153,100,4,9,7.0,6.0
72154,100,4,10,8.0,7.0
72155,100,4,11,8.0,9.0
72156,100,4,12,8.0,10.0
72157,100,4,13,6.0,10.0
72158,100,4,14,5.0,12.0
72159,100,4,15,5.0,14.0
72160,100,4,16,7.0,16.0
72161,100,4,17,7.0,16.0
72162,100,4,18,7.0,14.0
72163,100,4,19,5.0,13.0
72164,100,4,20,3.0,11.0
72165,100,4,21,2.0,10.0
72166,100,4,22,1.0,8.0
72167,100,4,23,3.0,7.0
72168,100,4,24,1.0,7.0
72169,100,4,25,2.0,6.0
72170,100,4,26,2.0,7.0
72171,100,4,27,4.0,8.0
72172,100,4,28,5.0,9.0
72173,100,4,29,7.0,11.0
72174,100,4,30,8.0,9.0
72175,100,4,31,7.0,11.0
72176,100,4,32,5.0,11.0
72177,100,4,33,4.0,12.0
72178,100,4,34,2.0,11.0
72179,100,4,35,0.0,10.0
72180,100,4,36,1.0,10.0
72181,100,4,37,0.0,10.0
72182,100,4,38,1.0,8.0
72183,100,4,39,3.0,9.0
72184,100,4,40,2.0,11.0
72185,100,4,41,4.0,13.0
72186,100,4,42,4.0,11.0
72187,100,4,43,6.0,13.0
72188,100,4,44,5.0,13.0
72189,100,4,45,4.0,15.0
72190,100,4,46,4.0,13.0
72191,100,4,47,5.0,12.0
72192,100,5,0,3.0,13.0
72193,100,5,1,2.0,12.0
72194,100,5,2,0.0,14.0
72195,100,5,3,0.0,14.0
72196,100,5,4,2.0,16.0
72197,100,5,5,0.0,14.0
72198,100,5,6,1.0,14.0
72199,100,5,7,3.0,14.0
72200,100,5,8,2.0,13.0
72201,100,5,9,3.0,13.0
72202,100,5,10,1.0,14.0
72203,100,5,11,3.0,15.0
72204,100,5,12,3.0,17.0
72205,100,5,13,1.0,17.0
72206,100,5,14,3.0,16.0
72207,100,5,15,3.0,14.0
72208,100,5,16,5.0,14.0
72209,100,5,17,5.0,16.0
72210,100,5,18,3.0,18.0
72211,100,5,19,4.0,19.0
72212,100,5,20,4.0,18.0
72213,100,5,21,5.0,16.0
72214,100,5,22,5.0,18.0
72215,100,5,23,3.0,20.0
72216,100,5,24,1.0,18.0
72217,100,5,25,1.0,19.0
72218,100,5,26,3.0,17.0
72219,100,5,27,1.0,19.0
72220,100,5,28,3.0,21.0
72221,100,5,29,5.0,19.0
72222,100,5,30,5.0,21.0
72223,100,5,31,3.0,23.0
72224,100,5,32,4.0,22.0
72225,100,5,33,6.0,22.0
72226,100,5,34,6.0,23.0
72227,100,5,35,4.0,21.0
72228,100,5,36,5.0,22.0
72229,100,5,37,3.0,23.0
72230,100,5,38,5.0,24.0
72231,100,5,39,6.0,22.0
72232,100,5,40,8.0,22.0
72233,100,5,41,9.0,22.0
72234,100,5,42,8.0,21.0
72235,100,5,43,7.0,23.0
72236,100,5,44,6.0,22.0
72237,100,5,45,4.0,21.0
72238,100,5,46,6.0,19.0
72239,100,5,47,5.0,19.0
72240,100,6,0,5.0,18.0
72241,100,6,1,5.0,16.0
72242,100,6,2,4.0,16.0
72243,100,6,3,4.0,14.0
72244,100,6,4,5.0,12.0
72245,100,6,5,7.0,13.0
72246,100,6,6,5.0,15.0
72247,100,6,7,3.0,17.0
72248,100,6,8,5.0,19.0
72249,100,6,9,4.0,19.0
72250,100,6,10,6.0,17.0
72251,100,6,11,4.0,19.0
72252,100,6,12,4.0,18.0
72253,100,6,13,3.0,17.0
72254,100,6,14,1.0,19.0
72255,100,6,15,2.0,21.0
72256,100,6,16,1.0,22.0
72257,100,6,17,3.0,22.0
72258,100,6,18,1.0,22.0
72259,100,6,19,2.0,22.0
72260,100,6,20,4.0,22.0
72261,100,6,21,3.0,20.0
72262,100,6,22,2.0,18.0
72263,100,6,23,2.0,18.0
72264,100,6,24,3.0,20.0
72265,100,6,25,1.0,20.0
72266,100,6,26,1.0,18.0
72267,100,6,27,2.0,18.0
72268,100,6,28,3.0,16.0
72269,100,6,29,2.0,17.0
72270,100,6,30,4.0,15.0
72271,100,6,31,2.0,15.0
72272,100,6,32,4.0,17.0
72273,100,6,33,4.0,17.0
72274,100,6,34,2.0,18.0
72275,100,6,35,4.0,20.0
72276,100,6,36,3.0,21.0
72277,100,6,37,4.0,23.0
72278,100,6,38,5.0,21.0
72279,100,6,39,5.0,23.0
72280,100,6,40,5.0,24.0
72281,100,6,41,4.0,23.0
72282,100,6,42,4.0,21.0
72283,100,6,43,4.0,21.0
72284,100,6,44,3.0,21.0
72285,100,6,45,5.0,19.0
72286,100,6,46,4.0,20.0
72287,100,6,47,5.0,20.0
72288,100,7,0,7.0,22.0
72289,100,7,1,6.0,23.0
72290,100,7,2,6.0,24.0
72291,100,7,3,6.0,22.0
72292,100,7,4,5.0,24.0
72293,100,7,5,5.0,23.0
72294,100,7,6,3.0,21.0
72295,100,7,7,5.0,21.0
72296,100,7,8,5.0,22.0
72297,100,7,9,6.0,23.0
72298,100,7,10,5.0,23.0
72299,100,7,11,7.0,24.0
72300,100,7,12,7.0,24.0
72301,100,7,13,9.0,22.0
72302,100,7,14,7.0,23.0
72303,100,7,15,5.0,21.0
72304,100,7,16,4.0,19.0
72305,100,7,17,6.0,17.0
72306,100,7,18,5.0,16.0
72307,100,7,19,7.0,17.0
72308,100,7,20,9.0,18.0
72309,100,7,21,9.0,18.0
72310,100,7,22,10.0,18.0
72311,100,7,23,11.0,19.0
72312,100,7,24,9.0,20.0
72313,100,7,25,9.0,22.0
72314,100,7,26,8.0,23.0
72315,100,7,27,7.0,24.0
72316,100,7,28,9.0,22.0
72317,100,7,29,9.0,22.0
72318,100,7,30,7.0,23.0
72319,100,7,31,6.0,21.0
72320,100,7,32,5.0,23.0
72321,100,7,33,7.0,22.0
72322,100,7,34,8.0,24.0
72323,100,7,35,10.0,23.0
72324,100,7,36,11.0,23.0
72325,100,7,37,10.0,21.0
72326,100,7,38,9.0,22.0
72327,100,7,39,11.0,23.0
72328,100,7,40,10.0,23.0
72329,100,7,41,11.0,21.0
72330,100,7,42,11.0,22.0
72331,100,7,43,10.0,24.0
72332,100,7,44,9.0,22.0
72333,100,7,45,9.0,22.0
72334,100,7,46,9.0,23.0
72335,100,7,47,7.0,22.0
72336,100,8,0,8.0,23.0
72337,100,8,1,7.0,21.0
72338,100,8,2,6.0,22.0
72339,100,8,3,6.0,20.0
72340,100,8,4,5.0,20.0
72341,100,8,5,5.0,22.0
72342,100,8,6,6.0,21.0
72343,100,8,7,8.0,23.0
72344,100,8,8,7.0,24.0
72345,100,8,9,8.0,24.0
72346,100,8,10,6.0,24.0
72347,100,8,11,7.0,24.0
72348,100,8,12,5.0,22.0
72349,100,8,13,6.0,22.0
72350,100,8,14,6.0,21.0
72351,100,8,15,8.0,19.0
72352,100,8,16,6.0,18.0
72353,100,8,17,7.0,16.0
72354,100,8,18,6.0,16.0
72355,100,8,19,8.0,14.0
72356,100,8,20,6.0,13.0
72357,100,8,21,8.0,14.0
72358,100,8,22,8.0,16.0
72359,100,8,23,7.0,14.0
72360,100,8,24,8.0,16.0
72361,100,8,25,6.0,16.0
72362,100,8,26,8.0,15.0
72363,100,8,27,8.0,17.0
72364,100,8,28,6.0,15.0
72365,100,8,29,5.0,16.0
72366,100,8,30,6.0,16.0
72367,100,8,31,4.0,14.0
72368,100,8,32,5.0,14.0
72369,100,8,33,7.0,16.0
72370,100,8,34,5.0,16.0
72371,100,8,35,6.0,18.0
72372,100,8,36,6.0,18.0
72373,100,8,37,4.0,18.0
72374,100,8,38,6.0,16.0
72375,100,8,39,8.0,17.0
72376,100,8,40,9.0,18.0
72377,100,8,41,11.0,18.0
72378,100,8,42,12.0,17.0
72379,100,8,43,10.0,17.0
72380,100,8,44,12.0,16.0
72381,100,8,45,10.0,18.0
72382,100,8,46,10.0,19.0
72383,100,8,47,9.0,20.0
72384,100,9,0,7.0,22.0
72385,100,9,1,8.0,22.0
72386,100,9,2,10.0,21.0
72387,100,9,3,10.0,20.0
72388,100,9,4,11.0,22.0
72389,100,9,5,10.0,22.0
72390,100,9,6,11.0,24.0
72391,100,9,7,12.0,24.0
72392,100,9,8,13.0,23.0
72393,100,9,9,14.0,23.0
72394,100,9,10,13.0,22.0
72395,100,9,11,13.0,20.0
72396,100,9,12,13.0,18.0
72397,100,9,13,12.0,16.0
72398,100,9,14,12.0,15.0
72399,100,9,15,10.0,14.0
72400,100,9,16,9.0,12.0
72401,100,9,17,10.0,11.0
72402,100,9,18,8.0,12.0
72403,100,9,19,7.0,11.0
72404,100,9,20,7.0,10.0
72405,100,9,21,6.0,10.0
72406,100,9,22,8.0,11.0
72407,100,9,23,10.0,13.0
72408,100,9,24,12.0,12.0
72409,100,9,25,14.0,14.0
72410,100,9,26,13.0,15.0
72411,100,9,27,15.0,14.0
72412,100,9,28,13.0,12.0
72413,100,9,29,13.0,10.0
72414,100,9,30,14.0,10.0
72415,100,9,31,16.0,9.0
72416,100,9,32,14.0,9.0
72417,100,9,33,12.0,10.0
72418,100,9,34,10.0,9.0
72419,100,9,35,10.0,10.0
72420,100,9,36,9.0,9.0
72421,100,9,37,11.0,10.0
72422,100,9,38,9.0,10.0
72423,100,9,39,11.0,8.0
72424,100,9,40,13.0,10.0
72425,100,9,41,12.0,12.0
72426,100,9,42,14.0,13.0
72427,100,9,43,13.0,15.0
72428,100,9,44,14.0,16.0
72429,100,9,45,15.0,16.0
72430,100,9,46,16.0,17.0
72431,100,9,47,17.0,18.0
72432,100,10,0,15.0,17.0
72433,100,10,1,16.0,17.0
72434,100,10,2,14.0,16.0
72435,100,10,3,13.0,15.0
72436,100,10,4,12.0,17.0
72437,100,10,5,13.0,15.0
72438,100,10,6,12.0,15.0
72439,100,10,7,12.0,14.0
72440,100,10,8,14.0,12.0
72441,100,10,9,16.0,10.0
72442,100,10,10,18.0,10.0
72443,100,10,11,18.0,10.0
72444,100,10,12,19.0,12.0
72445,100,10,13,17.0,12.0
72446,100,10,14,16.0,13.0
72447,100,10,15,15.0,15.0
72448,100,10,16,14.0,14.0
72449,100,10,17,14.0,16.0
72450,100,10,18,12.0,16.0
72451,100,10,19,13.0,18.0
72452,100,10,20,13.0,20.0
72453,100,10,21,11.0,19.0
72454,100,10,22,9.0,19.0
72455,100,10,23,8.0,20.0
72456,100,10,24,9.0,18.0
72457,100,10,25,8.0,18.0
72458,100,10,26,10.0,16.0
72459,100,10,27,12.0,16.0
72460,100,10,28,13.0,16.0
72461,100,10,29,13.0,16.0
72462,100,10,30,14.0,14.0
72463,100,10,31,16.0,15.0
72464,100,10,32,15.0,15.0
72465,100,10,33,17.0,16.0
72466,100,10,34,17.0,17.0
72467,100,10,35,19.0,17.0
72468,100,10,36,19.0,15.0
72469,100,10,37,18.0,17.0
72470,100,10,38,18.0,15.0
72471,100,10,39,17.0,13.0
72472,100,10,40,18.0,15.0
72473,100,10,41,16.0,14.0
72474,100,10,42,16.0,13.0
72475,100,10,43,18.0,11.0
72476,100,10,44,20.0,11.0
72477,100,10,45,18.0,13.0
72478,100,10,46,16.0,13.0
72479,100,10,47,15.0,15.0
72480,100,11,0,17.0,16.0
72481,100,11,1,17.0,16.0
72482,100,11,2,15.0,16.0
72483,100,11,3,15.0,18.0
72484,100,11,4,16.0,16.0
72485,100,11,5,14.0,15.0
72486,100,11,6,12.0,14.0
72487,100,11,7,10.0,15.0
72488,100,11,8,12.0,14.0
72489,100,11,9,11.0,16.0
72490,100,11,10,10.0,15.0
72491,100,11,11,9.0,14.0
72492,100,11,12,9.0,12.0
72493,100,11,13,8.0,13.0
72494,100,11,14,7.0,13.0
72495,100,11,15,5.0,13.0
72496,100,11,16,6.0,14.0
72497,100,11,17,6.0,15.0
72498,100,11,18,4.0,13.0
72499,100,11,19,4.0,13.0
72500,100,11,20,4.0,12.0
72501,100,11,21,4.0,14.0
72502,100,11,22,3.0,15.0
72503,100,11,23,1.0,16.0
72504,100,11,24,0.0,18.0
72505,100,11,25,1.0,18.0
72506,100,11,26,1.0,20.0
72507,100,11,27,1.0,20.0
72508,100,11,28,3.0,21.0
72509,100,11,29,1.0,22.0
72510,100,11,30,0.0,20.0
72511,100,11,31,0.0,21.0
72512,100,11,32,1.0,19.0
72513,100,11,33,3.0,18.0
72514,100,11,34,3.0,17.0
72515,100,11,35,4.0,18.0
72516,100,11,36,2.0,20.0
72517,100,11,37,3.0,18.0
72518,100,11,38,1.0,20.0
72519,100,11,39,1.0,20.0
72520,100,11,40,3.0,19.0
72521,100,11,41,5.0,17.0
72522,100,11,42,7.0,18.0
72523,100,11,43,6.0,18.0
72524,100,11,44,7.0,19.0
72525,100,11,45,7.0,18.0
72526,100,11,46,9.0,16.0
72527,100,11,47,7.0,18.0
72528,100,12,0,9.0,17.0
72529,100,12,1,7.0,19.0
72530,100,12,2,8.0,17.0
72531,100,12,3,8.0,17.0
72532,100,12,4,8.0,19.0
72533,100,12,5,7.0,17.0
72534,100,12,6,5.0,18.0
72535,100,12,7,3.0,18.0
72536,100,12,8,1.0,19.0
72537,100,12,9,3.0,18.0
72538,100,12,10,2.0,16.0
72539,100,12,11,1.0,18.0
72540,100,12,12,0.0,16.0
72541,100,12,13,0.0,16.0
72542,100,12,14,1.0,18.0
72543,100,12,15,0.0,16.0
72544,100,12,16,1.0,17.0
72545,100,12,17,0.0,17.0
72546,100,12,18,1.0,17.0
72547,100,12,19,1.0,19.0
72548,100,12,20,0.0,18.0
72549,100,12,21,1.0,16.0
72550,100,12,22,1.0,16.0
72551,100,12,23,2.0,16.0
72552,100,12,24,1.0,15.0
72553,100,12,25,1.0,14.0
72554,100,12,26,0.0,16.0
72555,100,12,27,0.0,15.0
72556,100,12,28,2.0,14.0
72557,100,12,29,3.0,14.0
72558,100,12,30,1.0,16.0
72559,100,12,31,2.0,15.0
72560,100,12,32,1.0,17.0
72561,100,12,33,3.0,17.0
72562,100,12,34,3.0,19.0
72563,100,12,35,4.0,21.0
72564,100,12,36,6.0,20.0
72565,100,12,37,7.0,19.0
72566,100,12,38,8.0,17.0
72567,100,12,39,9.0,18.0
72568,100,12,40,11.0,19.0
72569,100,12,41,9.0,18.0
72570,100,12,42,9.0,19.0
72571,100,12,43,8.0,20.0
72572,100,12,44,9.0,22.0
72573,100,12,45,9.0,22.0
72574,100,12,46,10.0,22.0
72575,100,12,47,9.0,20.0
72576,100,13,0,9.0,20.0
72577,100,13,1,9.0,21.0
72578,100,13,2,11.0,19.0
72579,100,13,3,9.0,18.0
72580,100,13,4,11.0,19.0
72581,100,13,5,10.0,20.0
72582,100,13,6,9.0,19.0
72583,100,13,7,11.0,17.0
72584,100,13,8,13.0,19.0
72585,100,13,9,12.0,17.0
72586,100,13,10,10.0,19.0
72587,100,13,11,9.0,20.0
72588,100,13,12,9.0,22.0
72589,100,13,13,10.0,24.0
72590,100,13,14,9.0,24.0
72591,100,13,15,8.0,22.0
72592,100,13,16,8.0,23.0
72593,100,13,17,10.0,22.0
72594,100,13,18,8.0,20.0
72595,100,13,19,10.0,19.0
72596,100,13,20,8.0,19.0
72597,100,13,21,8.0,18.0
72598,100,13,22,8.0,16.0
72599,100,13,23,6.0,17.0
72600,100,13,24,4.0,17.0
72601,100,13,25,2.0,16.0
72602,100,13,26,4.0,16.0
72603,100,13,27,2.0,17.0
72604,100,13,28,0.0,19.0
72605,100,13,29,0.0,19.0
72606,100,13,30,1.0,20.0
72607,100,13,31,3.0,20.0
72608,100,13,32,2.0,19.0
72609,100,13,33,3.0,18.0
72610,100,13,34,1.0,17.0
72611,100,13,35,2.0,19.0
72612,100,13,36,1.0,19.0
72613,100,13,37,0.0,20.0
72614,100,13,38,1.0,20.0
72615,100,13,39,1.0,21.0
72616,100,13,40,3.0,19.0
72617,100,13,41,1.0,20.0
72618,100,13,42,1.0,19.0
72619,100,13,43,3.0,18.0
72620,100,13,44,1.0,19.0
72621,100,13,45,0.0,19.0
72622,100,13,46,0.0,19.0
72623,100,13,47,0.0,19.0
72624,100,14,0,1.0,17.0
72625,100,14,1,3.0,17.0
72626,100,14,2,2.0,17.0
72627,100,14,3,0.0,16.0
72628,100,14,4,2.0,16.0
72629,100,14,5,3.0,18.0
72630,100,14,6,4.0,16.0
72631,100,14,7,5.0,17.0
72632,100,14,8,6.0,17.0
72633,100,14,9,7.0,19.0
72634,100,14,10,5.0,17.0
72635,100,14,11,7.0,17.0
72636,100,14,12,6.0,18.0
72637,100,14,13,8.0,19.0
72638,100,14,14,8.0,17.0
72639,100,14,15,9.0,18.0
72640,100,14,16,9.0,18.0
72641,100,14,17,9.0,18.0
72642,100,14,18,7.0,19.0
72643,100,14,19,5.0,21.0
72644,100,14,20,3.0,23.0
72645,100,14,21,1.0,23.0
72646,100,14,22,1.0,24.0
72647,100,14,23,0.0,22.0
72648,100,14,24,0.0,24.0
72649,100,14,25,2.0,22.0
72650,100,14,26,0.0,22.0
72651,100,14,27,2.0,20.0
72652,100,14,28,4.0,20.0
72653,100,14,29,6.0,21.0
72654,100,14,30,7.0,21.0
72655,100,14,31,8.0,21.0
72656,100,14,32,7.0,23.0
72657,100,14,33,8.0,24.0
72658,100,14,34,10.0,22.0
72659,100,14,35,10.0,21.0
72660,100,14,36,8.0,19.0
72661,100,14,37,9.0,20.0
72662,100,14,38,8.0,20.0
72663,100,14,39,7.0,21.0
72664,100,14,40,7.0,23.0
72665,100,14,41,6.0,24.0
72666,100,14,42,5.0,23.0
72667,100,14,43,4.0,24.0
72668,100,14,44,3.0,22.0
72669,100,14,45,1.0,23.0
72670,100,14,46,0.0,21.0
72671,100,14,47,0.0,23.0
72672,100,15,0,2.0,22.0
72673,100,15,1,4.0,24.0
72674,100,15,2,2.0,22.0
72675,100,15,3,2.0,23.0
72676,100,15,4,4.0,24.0
72677,100,15,5,3.0,24.0
72678,100,15,6,3.0,24.0
72679,100,15,7,4.0,24.0
72680,100,15,8,3.0,22.0
72681,100,15,9,5.0,20.0
72682,100,15,10,3.0,21.0
72683,100,15,11,4.0,19.0
72684,100,15,12,4.0,20.0
72685,100,15,13,5.0,20.0
72686,100,15,14,5.0,21.0
72687,100,15,15,5.0,19.0
72688,100,15,16,3.0,19.0
72689,100,15,17,4.0,17.0
72690,100,15,18,5.0,16.0
72691,100,15,19,7.0,15.0
72692,100,15,20,6.0,13.0
72693,100,15,21,5.0,13.0
72694,100,15,22,4.0,15.0
72695,100,15,23,3.0,16.0
72696,100,15,24,5.0,14.0
72697,100,15,25,5.0,14.0
72698,100,15,26,4.0,16.0
72699,100,15,27,2.0,14.0
72700,100,15,28,3.0,15.0
72701,100,15,29,1.0,13.0
72702,100,15,30,1.0,13.0
72703,100,15,31,0.0,12.0
72704,100,15,32,0.0,13.0
72705,100,15,33,1.0,15.0
72706,100,15,34,2.0,17.0
72707,100,15,35,4.0,16.0
72708,100,15,36,3.0,16.0
72709,100,15,37,4.0,16.0
72710,100,15,38,3.0,15.0
72711,100,15,39,5.0,15.0
72712,100,15,40,3.0,16.0
72713,100,15,41,3.0,16.0
72714,100,15,42,5.0,16.0
72715,100,15,43,6.0,15.0
72716,100,15,44,5.0,17.0
72717,100,15,45,7.0,15.0
72718,100,15,46,8.0,15.0
72719,100,15,47,6.0,15.0
72720,101,1,0,6.0,10.0
72721,101,1,1,5.0,12.0
72722,101,1,2,4.0,10.0
72723,101,1,3,2.0,10.0
72724,101,1,4,0.0,12.0
72725,101,1,5,0.0,14.0
72726,101,1,6,1.0,13.0
72727,101,1,7,2.0,15.0
72728,101,1,8,3.0,17.0
